title,hatespeech,subtype,text
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"The Federal Government violates the constitution left and right. Read the Judge's piece, ""Imagine America without the Constitution"" to see just a few clear examples. Our nation was intended to be one of numerous separate sovereign States, yielded limited authority to a central government for the purpose of patrolling the coasts for piracy, minting currency, and other things that a Federal government would be able to do more efficiently than all the States separately. Lincoln would undoubtedly role over in his grave if he would have seen how the Federal Government would have used the Civil War to strip states of their rights and powers… The Federal government just votes itself more power year after year."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,Silly people with silly ideas - Yep that flag means something.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,That and slavery.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,Just flag this soros paid troll as spam. It's that time of month so emotions is all it has to operate on. Gruber
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"He is correct, and any that call anyone ""gruber"" is clearly a child. Grow up. If you have something to refute, refute it."
Confederate flag debate: Protecting hatred preserves freedom,1,-1,"None of these Liberals understand that Judge because they are the ones who infiltrate the Government. This is what happens when you let people in illegally, take people in from hostile to America areas and when you let people like Vallerie Jarrett, Barack Obama or Van Jones head departments that impact people. Liberal fantasy playing a dangerous game with reality...."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,Hispanic people = SC will take down its Confederate flag? That's a new one.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"There you go thinking again. Please, leave it to people equipped and qualified to do it correctly."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,I say change the name of Fort Bragg (who was a traitor) to Fort Sherman as a reminder to all confederates. Don't make us burn down your cities again.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"On April 4, 1818, a plan was passed by Congress in which the flag was changed to have 20 stars, with a new star to be added when each new state was admitted, but the number of stripes would be reduced to 13 so as to honor the original colonies. ● 10 million+ Estimated number of Native Americans living in land that is now the United States when European explorers first arrived in the 15th century ● Less than 300,000 Estimated number of Native Americans living in the United States around 1900 4 Million Slaves in 1860 who granted had a bad 100+ years even after slavery ""ended"", or dropping a continents entire population to 0.3% of it's original number.... Maybe we should be more concerned with the atrocities done to the natives of America. Maybe they should be slightly more offended by the flag flying over the White House. Many people who love the constitution would prefer the Gadsen Flag (Don't Tread on Me) replace the old, clearly offensive, stars and bars design anyway. Hug an ancestor of a slave. Cry for an ancestor of an actual native of the continent we all strive to make a better home for all of us."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,You do know the vikings come here before the asians crossed the land bridge right?
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"As much as 25% of the DNA of the North Eastern North American natives was European in origin. How many hundreds of years and what percentage of their DNA before they were considered native by you sir? Or are we all only native to Africa? 125,000 to 60,000 years isn't that long really is it..."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,Genetics has proven that information to be outdated. I would suggest a Nova series called the First Ones. It will fill you in on the latest information we have gotten from genetics.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"In the real world, God gives us freedom to suffer the consequences of our inappropriate words and deeds."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,God also gives us the freedom to bask in our words and deeds regardless of what others may think about them!
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"God is , as always, whatever you imagine it is."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,So who's responsible for the incredible list of misdeeds done by our government? You? Me? Or is it that America is great because no one takes responsibility for any misdeeds... Well unless you can only afford a public defender.
Confederate flag debate: Protecting hatred preserves freedom,1,-1,"Mentioning ""god"" and the real world together is an oxymoron."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,Confederate flag represents resistance to federal authority enforced by military aggression : That is where I have stood with the flag.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,AMEN! But that doesn't serve Liberal propagandist agenda.
Confederate flag debate: Protecting hatred preserves freedom,1,-1,"All this diversity training everyone has had to go thru over these many years was supposed to fix the waty people felt about race. Yep quota laws would help.....political correctness was going to help.....I don't know all of them, but the results can be seen on news clips of Ferguson and Baltimore..............can't they?"
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"Another name for ""diversity training"" is to brow beat one group until you can create even more who didn't previously but now thoroughly hate you for eternally dissing them."
Confederate flag debate: Protecting hatred preserves freedom,1,-1,Your religion ends where my nose begins. If you want a caliphate as the basis for government move to Iran. Good riddance!
Confederate flag debate: Protecting hatred preserves freedom,1,-1,Isis is destroying all remnants of middle eastern heritage and religion that does not support sharia law. This is the left's equivalent action here in America
Confederate flag debate: Protecting hatred preserves freedom,0,-1,Nonsense. Grow up.
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"< nonsense? please explain the difference, we're all waiting to hear you deliver an intelligent response........ still waiting......"
Confederate flag debate: Protecting hatred preserves freedom,0,-1,Now we are fighting over a flag? Some Indians are against the American flag. Where does all this end?
Confederate flag debate: Protecting hatred preserves freedom,0,-1,"True, more hate, more carnage, more destruction has been done under the Stars and Stripes than under the Confederate battle flag. Japenese incarcerated, and even some Germans. Native Americans wiped out almost, the rest placed on forced marches to rival the Bataan death march in WW2. Remember Trail of Tears and women giving birth or having miscarriages along the way, marched every day across hundreds of miles. Deliberately infected blankets with smallpox given to old men, women, children, in order to wage germ warfare against them. Deliberate bombing of civilian centers in Germany and Japan instead of only industrial targets. Thousands wiped out in a fiery holocaust in just 2 days in Hiroshima and Nagasaki using atomic weapons. Yes, if there's a flag that should be retired because it's displayed hate and excess of bloodshed it's the Stars and Stripes. When placed beside that record, the Stars and Bars comes off looking almost saintly."
Confederate flag debate: Protecting hatred preserves freedom,0,-1,People in India are against the American flag?
